parcel_id,brp_id,folder_name,glyphosate,discarded,discard_source_files
357,2020_770858,plot_357,1,TRUE,parcel_metadata2020.csv
358,2020_279869,plot_358,1,FALSE,NA
359,2020_513078,plot_359,1,FALSE,NA
360,2020_189590,plot_360,1,TRUE,parcel_metadata2020.csv
361,2020_236219,plot_361,1,TRUE,parcel_metadata2020.csv
362,2020_23613,plot_362,1,TRUE,parcel_metadata2020.csv
363,2020_283065,plot_363,1,TRUE,parcel_metadata2020.csv
364,2020_467947,plot_364,1,TRUE,parcel_metadata2020.csv
365,2020_770322,plot_365,1,TRUE,parcel_metadata2020.csv
366,2020_527433,plot_366,1,FALSE,NA
367,2020_332315,plot_367,1,TRUE,parcel_metadata2020.csv
368,2020_185373,plot_368,1,TRUE,parcel_metadata2020.csv
369,2020_574544,plot_369,1,FALSE,NA
370,2020_131471,plot_370,1,TRUE,parcel_metadata2020.csv
371,2020_75957,plot_371,1,TRUE,parcel_metadata2020.csv
372,2020_658852,plot_372,1,TRUE,parcel_metadata2020.csv
373,2020_458731,plot_373,1,TRUE,parcel_metadata2020.csv
374,2020_103754,plot_374,1,TRUE,parcel_metadata2020.csv
375,2020_693939,plot_375,1,TRUE,parcel_metadata2020.csv
376,2020_670561,plot_376,1,TRUE,parcel_metadata2020.csv
377,2020_385150,plot_377,1,TRUE,parcel_metadata2020.csv
378,2020_608431,plot_378,1,TRUE,parcel_metadata2020.csv
379,2020_29092,plot_379,1,TRUE,parcel_metadata2020.csv
380,2020_101526,plot_380,1,TRUE,parcel_metadata2020.csv
381,2020_361192,plot_381,1,TRUE,parcel_metadata2020.csv
382,2020_265543,plot_382,1,TRUE,parcel_metadata2020.csv
383,2020_252486,plot_383,1,TRUE,parcel_metadata2020.csv
384,2020_442629,plot_384,1,TRUE,parcel_metadata2020.csv
385,2020_560977,plot_385,1,TRUE,parcel_metadata2020.csv
386,2020_265286,plot_386,1,TRUE,parcel_metadata2020.csv
387,2020_651732,plot_387,1,TRUE,parcel_metadata2020.csv
388,2020_74627,plot_388,1,FALSE,NA
389,2020_534104,plot_389,1,FALSE,NA
390,2020_186071,plot_390,1,TRUE,parcel_metadata2020.csv
391,2020_700569,plot_391,1,TRUE,parcel_metadata2020.csv
392,2020_118931,plot_392,1,TRUE,parcel_metadata2020.csv
393,2020_189165,plot_393,1,TRUE,parcel_metadata2020.csv
394,2020_603395,plot_394,1,TRUE,parcel_metadata2020.csv
395,2020_713846,plot_395,1,TRUE,parcel_metadata2020.csv
396,2020_188710,plot_396,1,FALSE,NA
397,2020_756322,plot_397,1,TRUE,parcel_metadata2020.csv
398,2020_296983,plot_398,1,TRUE,parcel_metadata2020.csv
399,2020_572673,plot_399,1,FALSE,NA
400,2020_608095,plot_400,1,TRUE,parcel_metadata2020.csv
